BIUDZETAS;SEGMENT1;SEGMENT2;SEGMENT3;SEGMENT4;SEGMENT5;SEGMENT6;SEGMENT7;SEGMENT8;SEGMENT9;SEGMENT10;METINE_SUMA;I_KETV;II_KETV;III_KETV;IV_KETV
"2022 VMS IV K.";304221230;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.7.;4000011;21070;000000000;0000000;1100;1100;0;0;0
"2022 VMS IV K.";190014157;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.7.;4000010;21070;000000000;0000000;500;1800;0;-1000;-300
"2022 VMS IV K.";190033129;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;12200;2800;2800;3800;2800
"2022 VMS IV K.";191317260;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.16.;4000470;21070;000000000;0000000;878;878;0;0;0
"2022 VMS IV K.";301806638;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.16.;4000470;21070;000000000;0000000;878;878;0;0;0
"2022 VMS IV K.";290008970;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.16.;4000470;21070;000000000;0000000;878;878;0;0;0
"2022 VMS IV K.";190006242;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.16.;4000470;21070;000000000;0000000;878;878;0;0;0
"2022 VMS IV K.";190005336;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.16.;4000470;21070;000000000;0000000;878;878;0;0;0
"2022 VMS IV K.";190007159;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.16.;4000470;21070;000000000;0000000;878;878;0;0;0
"2022 VMS IV K.";191665480;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.16.;4000470;21070;000000000;0000000;878;878;0;0;0
"2022 VMS IV K.";190012291;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.16.;4000470;21070;000000000;0000000;878;878;0;0;0
"2022 VMS IV K.";303384413;0000000;0205;201030101;09.01.01.01.;2.1.1.1.1.1.;4000020;21070;000000000;0000000;359600;113100;146900;67600;32000
"2022 VMS IV K.";190648777;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000020;21070;000000000;0000000;2800;900;1500;400;0
"2022 VMS IV K.";191727213;0000000;0205;201030101;09.01.01.01.;2.1.2.1.1.1.;4000438;21070;000000000;0000000;900;200;400;100;200
"2022 VMS IV K.";290018740;0000000;0205;201030101;09.01.01.01.;2.7.3.1.1.1.;4000439;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190003285;0000000;0205;201010101;09.02.02.01.;2.2.1.1.1.21.;4001456;21070;000000000;0000000;13400;3300;3300;3300;3500
"2022 VMS IV K.";190006242;0000000;0205;201010101;09.02.01.01.;2.2.1.1.1.21.;4001457;21070;000000000;0000000;4500;4000;4000;4000;-7500
"2022 VMS IV K.";300134205;0000000;0205;201010101;09.02.01.01.;2.2.1.1.1.21.;4001457;21070;000000000;0000000;4800;1400;6000;-3000;400
"2022 VMS IV K.";190006961;0000000;0205;201010101;09.02.02.01.;3.1.1.3.1.4.;4001456;21070;000000000;0000000;10000;500;3200;3200;3100
"2022 VMS IV K.";302523034;0000000;0205;201010101;09.02.01.01.;3.1.1.3.1.4.;4001457;21070;000000000;0000000;27500;;16200;8100;3200
"2022 VMS IV K.";188710061;0000000;73;20108010815;09.02.01.01.;3.1.1.2.1.2.;4001502;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";188710061;0000000;01;20108010504;09.02.02.01.;3.1.1.2.1.2.;4001486;21070;000000000;0000000;120000;;;120000;0
"2022 VMS IV K.";190021917;0000000;21;201030102;09.01.01.01.;2.1.1.1.1.1.;4001459;21070;000000000;0000000;30400;7600;7600;7600;7600
"2022 VMS IV K.";190011951;0000000;21;201030102;09.01.01.01.;2.1.1.1.1.1.;4001459;21070;000000000;0000000;30400;7600;7600;7600;7600
"2022 VMS IV K.";190012868;0000000;21;201030102;09.01.01.01.;2.1.1.1.1.1.;4001459;21070;000000000;0000000;25900;6500;6500;6500;6400
"2022 VMS IV K.";190018892;0000000;21;201030102;09.01.01.01.;2.1.1.1.1.1.;4001459;21070;000000000;0000000;18000;4500;4500;4500;4500
"2022 VMS IV K.";190027037;0000000;21;201030102;09.01.01.01.;2.1.1.1.1.1.;4001459;21070;000000000;0000000;25000;6300;6300;6300;6100
"2022 VMS IV K.";190013817;0000000;21;201030102;09.01.01.01.;2.1.1.1.1.1.;4001459;21070;000000000;0000000;27700;3500;3500;3500;17200
"2022 VMS IV K.";190020587;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;300;100;100;100;0
"2022 VMS IV K.";191326124;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";304111905;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190021493;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;400;100;100;100;100
"2022 VMS IV K.";190020968;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;400;100;100;100;100
"2022 VMS IV K.";190025552;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;400;100;100;100;100
"2022 VMS IV K.";190028477;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;400;100;100;100;100
"2022 VMS IV K.";290011190;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;300;100;100;100;0
"2022 VMS IV K.";190019460;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";190017114;0000000;21;201030102;09.01.01.01.;2.1.2.1.1.1.;4001459;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";188710061;0000000;01;201100103;09.08.01.02.;3.1.2.1.1.5.;4040003;20970;000000000;000000;86200;23200;23200;23200;16600
"2022 VMS IV K.";188710061;0000000;01;204090122;01.06.01.02.;2.2.1.1.1.30.K.;9000221;188710061;000000000;000000;28600;;28600;0;0
"2022 VMS IV K.";190648777;0000000;20;201090201;09.01.01.01.;3.1.1.3.1.2.;4000070;21070;000000000;0000000;2800;;;2000;800
"2022 VMS IV K.";305935705;0000000;61;203020105;08.01.01.03.;2.8.1.1.1.2.;4006324;21050;000000000;000000;3400;3400;0;0;0
"2022 VMS IV K.";190004615;0000000;3M01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000142;21070;000000000;0000000;369;369;0;0;0
"2022 VMS IV K.";190004615;0000000;3M01;201010102;09.02.01.01.;2.2.1.1.1.30.L.;4000142;21070;000000000;0000000;30038;30038;0;0;0
"2022 VMS IV K.";190004615;0000000;3M01;201010102;09.02.01.01.;3.1.1.3.1.4.;4000142;21070;000000000;0000000;20900;20900;0;0;0
"2022 VMS IV K.";190005336;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4000403;21070;000000000;0000000;131;131;0;0;0
"2022 VMS IV K.";195472468;0000000;3M01;201030105;09.01.02.01.;2.2.1.1.1.30.L.;4000139;21070;000000000;0000000;10299;7265;3034;0;0
"2022 VMS IV K.";190003285;0000000;3M01;201010102;09.02.02.01.;2.1.2.1.1.1.;4000143;21070;000000000;0000000;567;567;0;0;0
"2022 VMS IV K.";190005717;0000000;3M01;201010102;09.02.02.01.;3.1.1.3.1.4.;4000143;21070;000000000;0000000;3750;3750;0;0;0
"2022 VMS IV K.";190661671;0000000;3M01;201010102;09.02.02.01.;2.2.1.1.1.21.;4000143;21070;000000000;0000000;42887;63765;0;0;-20878
"2022 VMS IV K.";190998090;0000000;21;202020103;10.01.02.02.;2.1.1.1.1.1.;6000608;21040;000000000;000000;74900;;25000;25000;24900
"2022 VMS IV K.";190997565;0000000;3M01;202020401;10.09.01.01.;2.1.1.1.1.1.;6000601;21040;000000000;000000;23000;;28000;-5000;0
"2022 VMS IV K.";188710061;0000000;13;20108020106;09.02.02.01.;3.1.1.3.1.4.;4018303;21070;000000000;0000000;200000;;200000;0;0
"2022 VMS IV K.";190000894;0000000;21;201010101;09.02.01.01.;2.1.1.1.1.1.;4001507;21070;000000000;0000000;10246;;6936;3310;0
"2022 VMS IV K.";190004234;0000000;21;201030104;09.01.02.01.;2.1.1.1.1.1.;4001508;21070;000000000;0000000;1560;;1560;0;0
"2022 VMS IV K.";190006242;0000000;21;201010101;09.02.01.01.;2.1.1.1.1.1.;4001507;21070;000000000;0000000;4721;;3937;784;0
"2022 VMS IV K.";190981237;0000000;21;201010101;09.02.01.01.;2.1.1.1.1.1.;4001507;21070;000000000;0000000;2601;;2601;0;0
"2022 VMS IV K.";191713231;0000000;21;201030104;09.01.02.01.;2.1.1.1.1.1.;4001508;21070;000000000;0000000;346;;346;0;0
"2022 VMS IV K.";191722433;0000000;21;201010101;09.02.01.01.;2.1.1.1.1.1.;4001507;21070;000000000;0000000;3468;;3468;0;0
"2022 VMS IV K.";195472653;0000000;21;201010101;09.02.01.01.;2.1.1.1.1.1.;4001507;21070;000000000;0000000;1214;;1214;0;0
"2022 VMS IV K.";190019460;0000000;21;201030101;09.01.01.01.;2.1.1.1.1.1.;4001509;21070;000000000;0000000;732;;366;366;0
"2022 VMS IV K.";190031982;0000000;21;201030101;09.01.01.01.;2.1.1.1.1.1.;4001509;21070;000000000;0000000;2445;;1100;1345;0
"2022 VMS IV K.";190002411;0000000;21;201010101;09.02.01.01.;2.1.2.1.1.1.;4001507;21070;000000000;0000000;1242;;1238;4;0
"2022 VMS IV K.";190006961;0000000;21;201010101;09.02.02.01.;2.1.2.1.1.1.;4001506;21070;000000000;0000000;32;;32;0;0
"2022 VMS IV K.";190008065;0000000;21;201010101;09.02.01.01.;2.1.2.1.1.1.;4001507;21070;000000000;0000000;511;;474;37;0
"2022 VMS IV K.";191317260;0000000;21;201010101;09.02.02.01.;2.1.2.1.1.1.;4001506;21070;000000000;0000000;88;;88;0;0
"2022 VMS IV K.";195472653;0000000;21;201010101;09.02.01.01.;2.1.2.1.1.1.;4001507;21070;000000000;0000000;18;;18;0;0
"2022 VMS IV K.";301806638;0000000;21;201010101;09.02.01.01.;2.1.2.1.1.1.;4001507;21070;000000000;0000000;89;;89;0;0
"2022 VMS IV K.";190013589;0000000;21;201030101;09.01.01.01.;2.1.2.1.1.1.;4001509;21070;000000000;0000000;58;;35;23;0
"2022 VMS IV K.";190017452;0000000;21;201030101;09.01.01.01.;2.1.2.1.1.1.;4001509;21070;000000000;0000000;96;;38;58;0
"2022 VMS IV K.";190028662;0000000;21;201030101;09.01.01.01.;2.1.2.1.1.1.;4001509;21070;000000000;0000000;101;;47;54;0
"2022 VMS IV K.";290018740;0000000;21;201030101;09.01.01.01.;2.1.2.1.1.1.;4001509;21070;000000000;0000000;65;;34;31;0
"2022 VMS IV K.";188710061;0000000;01;208050102;01.06.01.02.;2.8.1.1.1.2.;6001009;21060;000000000;000000;112000;;100000;12000;0
"2022 VMS IV K.";188710061;0000000;21;208020122;10.09.01.01.;2.1.1.1.1.1.;1000146;188710061;000000000;000000;6900;;6900;0;0
"2022 VMS IV K.";195472468;0000000;21;201030104;09.01.02.01.;2.1.1.1.1.1.;4001508;21070;000000000;0000000;1041;;1041;0;0
"2022 VMS IV K.";190027037;0000000;21;201030101;09.01.01.01.;2.1.1.1.1.1.;4001509;21070;000000000;0000000;2689;;978;1711;0
"2022 VMS IV K.";290028510;0000000;21;201030101;09.01.01.01.;2.1.2.1.1.1.;4001509;21070;000000000;0000000;53;;14;39;0
"2022 VMS IV K.";304221230;0000000;21;201030101;09.01.01.01.;2.1.1.1.1.1.;4001509;21070;000000000;0000000;1343;;611;732;0
"2022 VMS IV K.";190001081;0000000;21;201010101;09.02.02.01.;2.1.2.1.1.1.;4001506;21070;000000000;0000000;8;;8;0;0
"2022 VMS IV K.";190015444;0000000;21;201030101;09.01.01.01.;2.1.2.1.1.1.;4001509;21070;000000000;0000000;36;;13;23;0
"2022 VMS IV K.";190012334;0000000;20;201090201;09.01.01.01.;3.1.1.2.1.3.;4000070;21070;000000000;0000000;6700;;6700;0;0
"2022 VMS IV K.";188710061;0000000;3M02;20710011401;06.02.01.01.;3.1.1.2.1.3.;3001702;20960;000000000;000000;60000;;40000;20000;0
"2022 VMS IV K.";188710061;0000000;01;207060103;06.02.01.01.;2.2.1.1.1.12.;3000703;20960;000000000;000000;10000;;30000;30000;-50000
"2022 VMS IV K.";190003666;0000000;0205;201010101;09.02.01.01.;2.2.1.1.1.16.;4001457;21070;000000000;0000000;200;;200;0;0
"2022 VMS IV K.";304865385;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.15.;4000993;21070;000000000;0000000;20000;;20000;0;0
"2022 VMS IV K.";300134205;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.15.;4000992;21070;000000000;0000000;18500;;18500;0;0
"2022 VMS IV K.";190012291;0000000;0205;201030104;09.01.02.01.;2.7.3.1.1.1.;4001416;21070;000000000;0000000;100;;100;0;0
"2022 VMS IV K.";190026654;0000000;0205;201030104;09.01.02.01.;2.7.3.1.1.1.;4001416;21070;000000000;0000000;100;;100;0;0
"2022 VMS IV K.";195474280;0000000;0205;201010101;09.02.01.01.;2.7.3.1.1.1.;4001418;21070;000000000;0000000;100;;100;0;0
"2022 VMS IV K.";195474280;0000000;0205;201010101;09.02.01.01.;3.1.1.3.1.4.;4001457;21070;000000000;0000000;18000;;7500;0;10500
"2022 VMS IV K.";195008076;0000000;21;201030104;09.01.02.01.;2.1.1.1.1.1.;4001508;21070;000000000;0000000;623;;347;276;0
"2022 VMS IV K.";190018935;0000000;21;201030101;09.01.01.01.;2.1.2.1.1.1.;4001509;21070;000000000;0000000;8;;2;6;0
"2022 VMS IV K.";191665480;0000000;01;201110102;09.08.01.02.;2.2.1.1.1.30.L.;4000471;21070;000000000;0000000;1100;;1100;0;0
"2022 VMS IV K.";191715588;0000000;65;201090103;09.08.01.01.;3.1.1.3.1.2.;4000222;21070;000000000;0000000;558;;558;0;0
"2022 VMS IV K.";190032746;0000000;21;201030105;09.01.02.01.;2.7.3.1.1.1.;4001197;21070;000000000;0000000;7200;;7200;0;0
"2022 VMS IV K.";190013436;0000000;01;20108010101;09.01.01.01.;3.1.1.2.1.2.;4018500;21070;000000000;0000000;6600;;6600;0;0
"2022 VMS IV K.";190007682;0000000;01;20108010301;09.02.02.01.;3.1.1.2.1.2.;4002028;21070;000000000;0000000;78200;;78200;0;0
"2022 VMS IV K.";190013589;0000000;13;20108010101;09.01.01.01.;3.1.1.2.1.2.;4018279;21070;000000000;0000000;13000;;13000;0;0
"2022 VMS IV K.";188710061;0000000;2M18;20108010319;09.01.02.01.;3.1.1.2.1.2.;4001519;21070;000000000;0000000;115000;;115000;0;0
"2022 VMS IV K.";303384413;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.K.;4000010;21070;000000000;0000000;7400;;;4200;3200
"2022 VMS IV K.";303384413;0000000;69;201010103;09.08.01.02.;2.2.1.1.1.30.L.;4001415;21070;000000000;0000000;1360;;;1360;0
"2022 VMS IV K.";190020815;0000000;0205;201030101;09.01.01.01.;3.1.2.1.1.2.;4000020;21070;000000000;0000000;300;;;300;0
"2022 VMS IV K.";190002379;0000000;25;201090103;09.02.01.01.;2.2.1.1.1.11.;4000232;21070;000000000;0000000;100;;;100;0
"2022 VMS IV K.";304028651;0000000;21;201030101;09.01.01.01.;2.1.1.1.1.1.;4001509;21070;000000000;0000000;244;;;244;0
"2022 VMS IV K.";301879757;0000000;21;201030101;09.01.01.01.;2.1.2.1.1.1.;4001509;21070;000000000;0000000;6;;;6;0
"2022 VMS IV K.";304089960;0000000;69;201010102;09.02.02.01.;3.1.1.3.1.4.;4000135;21070;000000000;0000000;2252;;;2252;0
"2022 VMS IV K.";191727213;0000000;01;202040204;10.04.01.40.;2.8.1.1.1.2.;4000430;21070;000000000;0000000;100;;;100;0
"2022 VMS IV K.";190021689;0000000;01;202040204;10.04.01.40.;2.8.1.1.1.2.;4000430;21070;000000000;0000000;100;;;100;0
"2022 VMS IV K.";190005293;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.L.;4001524;21070;000000000;0000000;23900;;;23900;0
"2022 VMS IV K.";302420714;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.L.;4001524;21070;000000000;0000000;26700;;;26700;0
"2022 VMS IV K.";190007344;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.L.;4001524;21070;000000000;0000000;20900;;;20900;0
"2022 VMS IV K.";190002411;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.L.;4001524;21070;000000000;0000000;30200;;;30200;0
"2022 VMS IV K.";190661333;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.L.;4001526;21070;000000000;0000000;20600;;;20600;0
"2022 VMS IV K.";190007910;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.L.;4001526;21070;000000000;0000000;25900;;;25900;0
"2022 VMS IV K.";190001843;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.L.;4001526;21070;000000000;0000000;40200;;;40200;0
"2022 VMS IV K.";190021917;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4001522;21070;000000000;0000000;16600;;;16600;0
"2022 VMS IV K.";190025552;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4001522;21070;000000000;0000000;15000;;;15000;0
"2022 VMS IV K.";190023359;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4001522;21070;000000000;0000000;13800;;;13800;0
"2022 VMS IV K.";190020434;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4001522;21070;000000000;0000000;12600;;;12600;0
"2022 VMS IV K.";306061689;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4001522;21070;000000000;0000000;9300;;;9300;0
"2022 VMS IV K.";190027037;0000000;0205;201030101;09.01.01.01.;3.1.2.1.1.2.;4000020;21070;000000000;0000000;100;;;100;0
"2022 VMS IV K.";190007878;0000000;01;201010102;09.02.02.01.;3.1.1.2.1.3.;4000994;21070;000000000;0000000;13800;;;13800;0
"2022 VMS IV K.";191665861;0000000;01;201030105;09.01.02.01.;3.1.1.2.1.3.;4000993;21070;000000000;0000000;9800;;;9800;0
"2022 VMS IV K.";190032027;0000000;01;201030102;09.01.01.01.;3.1.1.3.1.2.;4000010;21070;000000000;0000000;500;;;500;0
"2022 VMS IV K.";191715435;0000000;0205;201010101;09.02.01.01.;2.2.1.1.1.16.;4001457;21070;000000000;0000000;1100;;;500;600
"2022 VMS IV K.";306009596;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4000429;21070;000000000;0000000;900;;;100;800
"2022 VMS IV K.";193363032;0000000;21;202020301;10.04.01.01.;2.1.2.1.1.1.;6000629;21040;000000000;000000;500;;;500;0
"2022 VMS IV K.";188710061;0000000;21;208020114;10.01.02.02.;2.1.2.1.1.1.;1000148;188710061;000000000;000000;100;;;100;0
"2022 VMS IV K.";188710061;0000000;21;202030101;10.04.01.01.;2.8.1.1.1.2.;6000628;21040;000000000;000000;15300;;;15300;0
"2022 VMS IV K.";190019122;0000000;20;201090201;09.01.01.01.;3.1.1.3.1.4.;4000070;21070;000000000;0000000;10000;;;10000;0
"2022 VMS IV K.";190033129;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.15.;4000070;21070;000000000;0000000;6700;;;6700;0
"2022 VMS IV K.";195474280;0000000;0205;201010101;09.02.01.01.;3.1.2.1.1.2.;4001457;21070;000000000;0000000;5500;;;4700;800
"2022 VMS IV K.";304075156;0000000;0205;201010101;09.02.01.01.;3.1.2.1.1.2.;4001457;21070;000000000;0000000;6200;;;8000;-1800
"2022 VMS IV K.";305935833;0000000;01;203020108;08.01.01.03.;2.8.1.1.1.2.;4006330;21050;000000000;000000;15600;;;15600;0
"2022 VMS IV K.";191645111;0000000;21;202020107;10.01.02.02.;2.1.2.1.1.1.;6000784;21040;000000000;000000;500;;;500;0
"2022 VMS IV K.";190003470;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4001530;21070;000000000;0000000;400;;;;400
"2022 VMS IV K.";190007910;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4001530;21070;000000000;0000000;900;;;;900
"2022 VMS IV K.";190002030;0000000;01;201010102;09.02.02.01.;2.1.2.1.1.1.;4001530;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";190002411;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4001531;21070;000000000;0000000;1200;;;;1200
"2022 VMS IV K.";190006057;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4001531;21070;000000000;0000000;600;;;;600
"2022 VMS IV K.";195008119;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4001531;21070;000000000;0000000;300;;;;300
"2022 VMS IV K.";305607594;0000000;01;201010102;09.02.01.01.;2.1.2.1.1.1.;4001536;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";190009886;0000000;21;201010102;09.02.02.01.;2.1.2.1.1.1.;4001529;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";188710061;0000000;23;207040205;05.03.01.01.;2.2.1.1.1.12.;3000546;21020;000000000;000000;4800;;;;4800
"2022 VMS IV K.";190009014;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4001530;21070;000000000;0000000;2400;;;;2400
"2022 VMS IV K.";190648058;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4001533;21070;000000000;0000000;1500;;;;1500
"2022 VMS IV K.";190009014;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.15.;4000153;21070;000000000;0000000;17700;;;;17700
"2022 VMS IV K.";191317260;0000000;0205;201010101;09.02.02.01.;3.1.2.1.1.2.;4000179;21070;000000000;0000000;400;;;;400
"2022 VMS IV K.";190007910;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.15.;4000152;21070;000000000;0000000;12000;;;;12000
"2022 VMS IV K.";302818006;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.L.;4000992;21070;000000000;0000000;5700;;;;5700
"2022 VMS IV K.";190009014;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.K.;4000153;21070;000000000;0000000;2400;;;;2400
"2022 VMS IV K.";305935705;0000000;13;20304010301;09.05.01.01.;3.1.1.3.1.2.;4000508;21050;000000000;000000;50500;;;;50500
"2022 VMS IV K.";190023359;0000000;01;201030102;09.01.01.01.;2.1.1.1.1.1.;4001533;21070;000000000;0000000;1500;;;;1500
"2022 VMS IV K.";190015978;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4001533;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";190023359;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4001533;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";304028651;0000000;01;201030102;09.01.01.01.;2.1.2.1.1.1.;4001533;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";190009352;0000000;01;201010102;09.02.02.01.;2.1.1.1.1.1.;4001534;21070;000000000;0000000;900;;;;900
"2022 VMS IV K.";190000937;0000000;01;201010102;09.02.01.01.;2.1.1.1.1.1.;4001536;21070;000000000;0000000;500;;;;500
"2022 VMS IV K.";290008970;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4001542;21070;000000000;0000000;35800;;;;35800
"2022 VMS IV K.";190005293;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4001542;21070;000000000;0000000;500;;;;500
"2022 VMS IV K.";302940490;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000030;21070;000000000;0000000;10700;;;;10700
"2022 VMS IV K.";305913317;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000030;21070;000000000;0000000;61000;;;;61000
"2022 VMS IV K.";306135755;0000000;0205;201060101;09.02.02.01.;2.1.1.1.1.1.;4000347;21070;000000000;0000000;10500;;;;10500
"2022 VMS IV K.";191715435;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4001542;21070;000000000;0000000;400;;;;400
"2022 VMS IV K.";195472315;0000000;0205;201010101;09.02.01.01.;2.1.2.1.1.1.;4001542;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";305225071;0000000;0205;201060101;09.02.02.01.;2.1.2.1.1.1.;4001543;21070;000000000;0000000;4200;;;;4200
"2022 VMS IV K.";190001124;0000000;0205;201010101;09.02.02.01.;2.1.1.1.1.1.;4001541;21070;000000000;0000000;9500;;;;9500
"2022 VMS IV K.";191317260;0000000;0205;201010101;09.02.02.01.;2.1.2.1.1.1.;4001541;21070;000000000;0000000;500;;;;500
"2022 VMS IV K.";302817872;0000000;0205;201010101;09.02.02.01.;2.1.2.1.1.1.;4001541;21070;000000000;0000000;500;;;;500
"2022 VMS IV K.";190004615;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4001542;21070;000000000;0000000;83300;;;;83300
"2022 VMS IV K.";190005489;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4001542;21070;000000000;0000000;57800;;;;57800
"2022 VMS IV K.";191715435;0000000;0205;201010101;09.02.01.01.;2.1.1.1.1.1.;4001542;21070;000000000;0000000;26200;;;;26200
"2022 VMS IV K.";190029198;0000000;64;201090201;09.08.01.01.;3.1.2.1.1.2.;4000145;21070;000000000;0000000;425;;;;425
"2022 VMS IV K.";191665480;0000000;65;201090103;09.08.01.01.;3.1.1.3.1.2.;4000222;21070;000000000;0000000;135;;;;135
"2022 VMS IV K.";191727213;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.5.;4000070;21070;000000000;0000000;300;;;;300
"2022 VMS IV K.";302817872;0000000;20;201090202;09.02.02.01.;2.2.1.1.1.30.L.;4000230;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";191664421;0000000;01;201100104;09.05.01.01.;2.1.2.1.1.1.;4040059;20970;000000000;000000;100;;;;100
"2022 VMS IV K.";188710061;0000000;73;20108010809;09.02.01.01.;3.1.1.2.1.2.;4001500;21070;000000000;0000000;800;;;;800
"2022 VMS IV K.";190029198;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.30.L.;4000470;21070;000000000;0000000;1000;;;;1000
"2022 VMS IV K.";190026316;0000000;01;201110101;09.08.01.02.;2.2.1.1.1.30.L.;4000470;21070;000000000;0000000;1000;;;;1000
"2022 VMS IV K.";190012291;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.30.L.;4000993;21070;000000000;0000000;500;;;;500
"2022 VMS IV K.";190981237;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.L.;4000992;21070;000000000;0000000;3300;;;;3300
"2022 VMS IV K.";190007159;0000000;0205;201010101;09.02.01.01.;3.1.1.3.1.4.;4001457;21070;000000000;0000000;2800;;;;2800
"2022 VMS IV K.";306121848;0000000;0205;201060101;09.02.02.01.;2.1.1.1.1.1.;4000346;21070;000000000;0000000;24500;;;;24500
"2022 VMS IV K.";190012868;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.7.;4000145;21070;000000000;0000000;500;;;;500
"2022 VMS IV K.";190030019;0000000;64;201090201;09.08.01.01.;3.1.2.1.1.2.;4000146;21070;000000000;0000000;200;;;;200
"2022 VMS IV K.";188710061;0000000;21;208040102;04.01.01.06.;2.2.1.1.1.30.K.;8000314;21030;000000000;000000;4500;;;;4500
"2022 VMS IV K.";5077;0000000;01;0000000000;000000000000;1.3.4.1.1.5.;0000000;0000000;000000000;000000;38309100;5072800;6400000;9785600;17050700
